rank,symbol,name,exchange,is_st,is_tradable,pred_score,close,factor_bp,factor_ep,factor_roe,factor_mom_12_1,factor_gross_margin
65,920509,同惠电子,bj,False,True,-0.3989239606425635,19.94,0.11089671080355756,0.022552490922622404,8.939,-0.2853702309936508,57.8495
66,920274,宏裕包材,bj,False,True,-0.4071268001971256,15.61,0.39032006245121004,0.018096108431881724,3.3963,-0.22571613930765644,13.8349
67,920946,森萱医药,bj,False,True,-0.414391002365786,9.7,0.31729914963827893,0.03610121336178109,3.6481,-0.255943814629058,51.7321
68,920029,开发科技,bj,False,True,-0.4146267077236482,34.8,0.5253204454717377,0.07735806728604692,4.9227,-0.49793651997657007,36.2911
69,300605,恒锋信息,sz,False,True,-0.41880740491901186,10.02,0.2638174383326738,,-3.0,-0.4921592279855247,
70,920978,开特股份,bj,False,True,-0.4324737692047119,19.56,0.2324122062890743,0.047071006613476435,4.0859,-0.19988403232512064,29.2059
71,920212,智新电子,bj,False,True,-0.43709747280736,9.42,0.42491714115747425,0.01219598459403226,0.5785,-0.4805071273200898,10.8761
72,920375,派诺科技,bj,False,True,-0.4456384417282784,6.8,0.7436602959767978,0.005468126291844837,-2.0282,-0.3893145293738919,35.9395
73,920690,捷众科技,bj,False,True,-0.4470366372661153,16.19,0.44226261554110835,0.0522722758303451,5.3773,-0.3496503496503496,34.0982
74,920227,美登科技,bj,False,True,-0.4485373173554806,46.78,0.2351281448389372,0.02407694993198262,5.0834,-0.36627594074830316,68.1251
75,920087,秋乐种业,bj,False,True,-0.4522795273291208,15.4,0.21253081696846043,0.003558964569084129,2.2571,-0.5217995962104269,26.5104
76,920547,无锡晶海,bj,False,True,-0.4544736258604579,18.39,0.5110645474523432,0.04458036502402882,5.6986,-0.35643951000006013,33.6495
77,920475,三友科技,bj,False,True,-0.4552561424065202,12.13,0.2893016258751374,,1.5318,-0.5366847826086956,15.4137
78,920806,云星宇,bj,False,True,-0.47166605808028383,10.11,0.5140595280933532,0.02428469432855249,1.5059,-0.38598935667571754,14.7513
79,920504,博迅生物,bj,False,True,-0.4726475466564379,17.0,0.28222278666779554,0.020593801677571084,3.3603,-0.4356337545159471,39.5809
80,920656,海昇药业,bj,False,True,-0.4772279797572573,14.47,0.49127978383689513,0.05953833971385874,6.6492,-0.2797164261867384,45.7077
81,688217,睿昂基因,sh,False,True,-0.5076156216995821,24.28,0.6193100885613426,,-0.59,-0.38730781812234216,
82,920108,宏海科技,bj,False,True,-0.5288387252763355,8.89,0.31324395439168023,0.015721021048875083,1.9602,-0.5089868041862582,16.9371
83,920510,丰光精密,bj,False,True,-0.5324593838763582,21.65,0.09941543722909293,,0.8899,-0.09792147806004603,29.6499
84,920000,安徽凤凰,bj,False,True,-0.5463307651498649,13.56,0.5492091388400703,0.049358585185514246,4.1559,-0.32184306220355263,26.6034
85,920718,合肥高科,bj,False,True,-0.5466542477456818,9.27,0.6808278867102396,0.009625370937732513,-0.0971,-0.5107979088307365,6.9836
86,920943,优机股份,bj,False,True,-0.5478461752146835,15.2,0.42251140780801083,0.03195674335219846,-1.1941,-0.5154194728839095,25.829
87,920009,丹娜生物,bj,False,True,-0.5487825901037456,35.75,0.25111116691359264,0.032251406161308636,6.6828,,85.3149
88,920729,永顺生物,bj,False,True,-0.5511775070600407,6.69,0.37270321642875776,0.021015953210081772,0.9646,-0.36315553735200623,54.382
89,920870,恒进感应,bj,False,True,-0.5512800282065438,11.69,0.29264581077521873,0.011716392991253714,2.3723,-0.4438578596750289,44.0634
90,920703,广厦环能,bj,False,True,-0.5555222966627898,9.91,0.7631840036632832,0.057007342545719895,1.9512,-0.45100426049908704,32.3914
91,920493,并行科技,bj,False,True,-0.5770339929089503,110.57,0.06935341808321023,0.003020057713302901,2.5504,-0.265448275862069,20.0251
92,920519,万德股份,bj,False,True,-0.6029268004702933,9.67,0.6156877231867997,0.029781670573029124,2.1025,-0.34027020421961274,24.0704
93,688793,倍轻松,sh,False,True,-0.617321425103589,20.15,0.1301100731218611,,-5.22,-0.575159605339524,
94,920826,盖世食品,bj,False,True,-0.6231144721150215,8.6,0.32376080551688413,0.03987542915930633,2.4585,-0.42939009651778537,17.3254
95,920580,科创新材,bj,False,True,-0.6584373896612273,10.71,0.38098140810728437,0.028040108571300387,4.3763,-0.3001343849417931,37.4466
96,920982,锦波生物,bj,False,True,-0.6587566084923049,118.18,0.1497028398628722,0.0458915582478603,14.314,-0.6252270560240387,84.7018
97,920185,贝特瑞,bj,False,True,-0.6589276276011424,20.92,0.5413012882970661,0.036093916370395766,1.2631,-0.09971635421809977,19.9535
98,000929,兰州黄河,sz,False,True,-0.6599853333911138,8.76,0.21433011123732773,,-4.78,-0.07212713936430315,
99,920992,中科美菱,bj,False,True,-0.6604136278696177,11.13,0.5823772639916137,0.016614883612740293,1.5697,-0.521724502809583,38.4611
100,920066,科拜尔,bj,False,True,-0.665278537772191,16.73,0.39481996209728365,0.03285572067380512,4.8024,-0.5189898270598877,18.9723
101,920160,北矿检测,bj,False,True,-0.6814769512946037,20.37,0.24250654767678728,0.03645497264054303,8.7786,,65.1728
102,600493,凤竹纺织,sh,False,True,-0.6942032070330849,6.03,0.6798096532970768,0.0037387049051434483,-0.61,-0.2578796561604585,
103,920403,康农种业,bj,False,True,-0.6964039482255903,19.89,0.25938991492010793,0.03878389227386082,14.5483,-0.25642006098063275,39.8005
104,688528,秦川物联,sh,False,True,-0.6980933480305821,9.65,0.2745291824520947,,-5.29,-0.38156831042845585,
105,920640,富士达,bj,False,True,-0.6988118407929863,24.55,0.2038528182652125,0.01692428245273471,1.3556,-0.10108562349242478,30.4512
106,920396,常辅股份,bj,False,True,-0.7197301470486868,19.03,0.26260504201680673,0.029702235093190765,3.6947,-0.5160556087105903,36.6947
107,920190,雷神科技,bj,False,True,-0.7204701750692748,24.95,0.3427827100401056,0.011547277440661429,2.3647,-0.2510073707869558,8.5844
108,920088,科力股份,bj,False,True,-0.7266152850740173,44.2,0.18002124250661578,0.011940341278834431,8.4285,0.34947449920093043,31.2381
109,920533,骏创科技,bj,False,True,-0.7406251295474392,18.06,0.16218758616215515,0.01781641961231471,5.5897,-0.5248901817820967,23.6658
110,920370,新安洁,bj,False,True,-0.7458640986390266,2.72,0.6899882701994066,,-1.2843,-0.47390396659707723,12.6793
111,920394,民士达,bj,False,True,-0.7476292642882401,42.3,0.1359600821198896,0.019741387819563715,6.9892,0.08284504638959511,39.4209
112,920570,坤博精工,bj,False,True,-0.7513912555354517,23.7,0.2997871511227029,0.01184766743123614,1.6155,-0.46650420396854075,24.9499
113,920261,一诺威,bj,False,True,-0.7613869475129534,13.58,0.4121501875283353,0.05394383368037199,8.47,-0.14536374046249156,7.6721
114,920855,浙江大农,bj,False,True,-0.7620265531964655,12.18,0.6397134083930399,0.029848607860929365,2.062,-0.4505463579718737,28.758
115,920238,长鹰硬科,bj,False,True,-0.765467717782537,68.79,0.1175613082222379,0.019035834959310903,39.6609,,43.0113
116,920407,驰诚股份,bj,False,True,-0.7779497465010443,10.46,0.23819164900078604,0.016422302800987967,4.3238,-0.34732806928171156,38.1268
117,920914,远航精密,bj,False,True,-0.7988575825427473,16.59,0.6011783094865937,0.03252857635432728,3.1875,-0.4514275979279897,15.4194
118,920491,奥迪威,bj,False,True,-0.8021502587413848,21.1,0.3642854540818185,0.02827694439338885,1.2226,-0.2305516519101306,33.4131
119,920033,康普化学,bj,False,True,-0.8029086260600701,14.66,0.44159858688452197,0.02190714874077709,4.5237,-0.3349635300229836,36.3547
120,920081,欧伦电气,bj,False,True,-0.8046990251997269,41.12,0.3506434306953259,0.08206946359398595,16.8817,,23.2146
121,920663,明阳科技,bj,False,True,-0.8051500086852378,12.83,0.23646252069047055,0.05599668499624822,10.4696,-0.5358976780603129,40.3349
122,920089,禾昌聚合,bj,False,True,-0.8129014781829212,9.77,0.6871435442864015,0.08091662351113413,4.7425,-0.2427976572305648,13.724
123,920121,江天科技,bj,False,True,-0.8224105052932779,28.37,0.4327131112072696,0.060655320078124055,3.7565,,30.6136
124,920010,凯添燃气,bj,False,True,-0.8251152498831603,8.36,0.35709184402228256,0.014503452546878784,2.7971,-0.3543551013215588,15.1871
125,920156,海昌智能,bj,False,True,-0.8287526579163373,37.78,0.19086883493663154,0.054318305268875614,13.5393,,36.1241
126,920351,华光源海,bj,False,True,-0.8387751223142322,12.8,0.39422849483560674,0.01314722126904868,3.3818,-0.6303672062122452,8.8462
127,920242,建邦科技,bj,False,True,-0.8409359059448053,13.41,0.5448403617740002,0.06697923643670463,2.6064,-0.48048327364248256,25.9849
128,920183,海菲曼,bj,False,True,-0.8536017101725186,27.75,0.3529328721677137,0.05505577149652598,4.9253,,67.4823
129,920578,巨能股份,bj,False,True,-0.8575905110607018,16.05,0.21538726630481606,,3.7203,-0.4597945448104853,28.8522
130,688701,卓锦股份,sh,False,True,-0.8708222972368805,8.27,0.11700148591887116,,-7.53,-0.368421052631579,
131,920792,东和新材,bj,False,True,-0.8778510393798826,9.74,0.6619009796134498,0.04995354320481952,7.4706,-0.28861234878075903,28.8387
132,920117,龙鑫智能,bj,False,True,-0.8893819475625381,30.13,0.24860779634049324,0.04364791843077004,3.12,,27.0739
133,300268,佳沃食品,sz,False,True,-0.8909373153014559,12.42,,,-1.4,-0.09714285714285709,
134,920204,沪江材料,bj,False,True,-0.8947966968313593,12.47,0.42625745950554134,0.02079698194198058,4.3264,-0.4925998563992542,28.9117
135,920262,太湖雪,bj,False,True,-0.8949451495869635,13.42,0.34090134315129206,0.04198805020091282,7.3317,-0.463333930564898,44.6214
136,920839,万通液压,bj,False,True,-0.8964030451499359,23.69,0.23220173686899176,0.04272481799227535,9.2949,-0.2595796688345885,29.3583
137,688156,路德科技,sh,False,True,-0.896423305054147,19.24,0.39815257206561555,,1.16,-0.07271863117870714,
138,920002,万达轴承,bj,False,True,-0.9038197310161102,52.0,0.22936305878575197,0.019374926133094116,4.7323,-0.4776875521822267,32.5106
139,920098,科隆新材,bj,False,True,-0.9104416390535968,16.48,0.7104795737122558,0.04176341858639181,0.8673,-0.5609520326193134,33.0679
140,920180,爱得科技,bj,False,True,-0.9108764077040097,11.76,0.5702229571762559,0.05332963581191704,3.7555,,59.0461
141,920266,生物谷,bj,False,True,-0.9117086728689354,7.35,0.9615384615384615,,-0.5026,-0.39728353140916806,63.6146
142,300405,科隆股份,sz,False,True,-0.9145023022970298,5.65,0.24237723593000146,,-15.77,-0.29663608562691135,
143,920717,瑞星股份,bj,False,True,-0.9146301910607807,7.65,0.6265664160401002,,-2.492,-0.4407176287051482,30.3622
144,920299,灿能电力,bj,False,True,-0.9155562505478755,14.74,0.2114164904862579,0.015626489399770918,2.1992,-0.2588767915680522,48.4634
145,920222,益坤电气,bj,False,True,-0.9222692635254228,24.68,0.16150914141740422,0.027947793521701462,3.107,,28.9365
146,920045,蘅东光,bj,False,True,-0.9222862950874008,450.5,0.03106998825554444,0.010867013831535204,25.245,,30.6044
147,920037,广信科技,bj,False,True,-0.9227644883744235,42.35,0.16731921159187496,0.038969490785663904,6.5105,-0.4621414749383729,38.9482
148,920267,鑫汇科,bj,False,True,-0.9325945188742268,15.39,0.33002211148146926,,-1.4666,-0.3741056218057922,13.4465
149,920198,微创光电,bj,False,True,-0.933944982420449,7.45,0.36146755828664373,0.02735985597771813,0.8947,-0.3302919708029197,48.718
150,920221,易实精密,bj,False,True,-0.9355155885820097,12.48,0.292363466261256,0.03933384205102386,6.5946,-0.42249101386432364,31.228
151,920039,国义招标,bj,False,True,-0.9453830604622592,8.55,0.41335978835978837,0.02221289280724318,1.4285,-0.5333750584548369,44.2152
152,920060,万源通,bj,False,True,-0.9469823712199713,20.66,0.3473066370298336,0.036527278571637296,1.7024,-0.413837560989759,17.014
153,920896,旺成科技,bj,False,True,-0.9507818338292018,11.78,0.384926286616113,0.05156659309832718,14.2631,-0.43204414812011727,25.7339
154,920541,铁大科技,bj,False,True,-0.9531345809095162,9.66,0.3683512597613084,0.05589246290137775,6.8401,-0.5033772770167864,48.3064
155,920879,基康技术,bj,False,True,-0.9662387489816161,12.43,0.26037598291933556,0.031744419331081596,5.0971,-0.5033672230041635,53.6547
156,920271,邦德股份,bj,False,True,-0.9682880294359478,8.9,0.5590027391134217,0.07497600767754319,2.9481,-0.5049704711015957,33.488
157,920770,艾能聚,bj,False,True,-0.9711020901343576,9.72,0.49181134116952735,0.034219621530985865,0.5152,-0.4885881775208648,34.6964
158,603488,展鹏科技,sh,False,True,-0.9716207898246549,8.08,0.32259105132423627,,-4.28,-0.15600448933782274,
159,920368,连城数控,bj,False,True,-0.9732414873355437,23.05,0.7824113919098662,0.003205670703247216,0.4516,-0.19023912434503532,24.1167
160,920953,国子软件,bj,False,True,-0.9782646928074424,21.53,0.22300024530026982,0.02252049364922079,2.1464,-0.4592447163461306,56.3717
161,920260,中寰股份,bj,False,True,-0.9800657528501436,7.83,0.5574446736161436,0.03997697326340029,9.5952,-0.4716744960349778,31.2237
162,001366,播恩集团,sz,False,True,-0.9838924450287574,12.12,0.4132231404958678,,1.14,-0.2448377581120944,
163,920627,力王股份,bj,False,True,-0.9866375808503424,14.38,0.34858995363753614,0.02213623524619921,2.0861,-0.534290926307581,14.5206
164,920405,海希通讯,bj,False,True,-0.987468083525511,16.45,0.371843974268397,0.022455106628073825,0.1108,-0.2249391587606525,39.6673
165,688671,碧兴物联,sh,False,True,-0.9906745235075519,23.92,0.5323963158174945,,-1.71,-0.20612930310663313,
166,920833,美心翼申,bj,False,True,-0.9938340421824711,9.99,0.5383000484470044,0.01894276632582316,0.556,-0.4433879940613086,20.3497
167,301288,清研环境,sz,False,True,-0.9938753259102101,16.77,0.4326756663205262,,-1.36,0.018584703359542543,
168,920751,惠同新材,bj,False,True,-1.0018350565721188,15.61,0.30465513039239583,0.034440242734830796,5.8971,-0.2741298637080821,39.1649
169,920270,天铭科技,bj,False,True,-1.0025448104787615,12.6,0.3148614609571788,0.024797036258226417,1.4519,-0.3872683999304485,35.5672
170,920014,特瑞斯,bj,False,True,-1.0035267660708023,8.62,0.7487832272557096,0.00893432289893762,0.2102,-0.3061775904065147,28.9201
171,920651,天罡股份,bj,False,True,-1.0042127133091108,27.1,0.33360021350413666,0.04621541931249942,2.004,-0.29981254452124484,45.8745
172,920086,科马材料,bj,False,True,-1.0044831145872062,19.9,0.517170045510964,0.05570627196916101,6.4327,,50.319
173,600697,欧亚集团,sh,False,True,-1.0086531701506847,10.78,1.3104442405975625,,0.66,-0.25618515562649635,
174,920608,丰安股份,bj,False,True,-1.0104510428798668,13.24,0.5951318216985062,0.0411809035913866,7.106,-0.40849071509767687,34.0202
175,920181,赛英电子,bj,False,True,-1.0166685446036772,78.0,0.14764724121129796,0.027166973653468953,8.1642,,26.2051
176,688096,京源环保,sh,False,True,-1.0172995868733528,8.31,0.42556813345816663,,-8.09,-0.25849639546858916,
177,920030,德众汽车,bj,False,True,-1.0220500230023253,4.34,0.5619240278714318,,0.9965,-0.4563492063492063,9.3197
178,920807,奔朗新材,bj,False,True,-1.0221052068309857,9.22,0.5582849486377848,0.008228536069376433,-0.2496,-0.5783612468015817,26.4087
179,920139,华岭股份,bj,False,True,-1.0227088633059134,14.7,0.2612125486508372,,-0.8556,-0.38467645891226676,14.0819
180,920123,芭薇股份,bj,False,True,-1.0230392441799459,10.19,0.37571385632702137,0.03521982453483417,5.2179,-0.4711631414638452,22.2356
181,920175,东方碳素,bj,False,True,-1.0236272266670667,7.68,0.7084661707403471,,-2.1242,-0.423728813559322,7.0973
182,920072,科莱瑞迪,bj,False,True,-1.030923558104691,24.64,0.2681899857859308,0.03392901371750025,2.8634,,61.8819
183,920701,豪声电子,bj,False,True,-1.0323098632435368,13.08,0.47279088459174506,0.03581302734682768,0.163,-0.3736906735194824,12.1681
184,920834,三维装备,bj,False,True,-1.0387376080401431,9.22,0.2847785846504343,0.04203111142867951,2.2346,-0.4400958303657766,32.0609
185,301125,腾亚精工,sz,False,True,-1.0430189708550164,11.93,0.23502867349816675,,-3.57,-0.128960943257185,
186,920058,华洋赛车,bj,False,True,-1.0438463095115522,29.15,0.21815484630991078,0.02926629400918962,4.4838,-0.3112277742235736,17.7864
187,920225,利通科技,bj,False,True,-1.0499769321785841,14.5,0.4025764895330113,0.031021892149289753,1.2899,-0.42287363970469083,39.5819
188,920130,立方控股,bj,False,True,-1.0504860329146124,16.63,0.3042102701387199,,-1.7093,-0.5438992898644286,41.3938
189,002494,华斯股份,sz,False,True,-1.0518183889145747,4.79,0.6962818548948615,0.015289795132035027,0.66,-0.2134831460674157,
190,920166,海圣医疗,bj,False,True,-1.0642485031478766,20.43,0.4052684903748734,0.05596096163316471,5.3801,,49.5682
191,300242,佳云科技,sz,False,True,-1.0646073925879778,3.94,0.09698286312808527,,-2.47,-0.10991379310344829,
192,920802,保丽洁,bj,False,True,-1.072743083768562,10.3,0.5214851898206091,0.031460688296938565,2.3327,-0.4739129320049573,34.9727
193,300141,和顺电气,sz,False,True,-1.0732962790773404,9.74,0.24666995559940796,,-1.08,0.01441812564366618,
194,920061,西磁科技,bj,False,True,-1.0753736214879497,17.81,0.22004620970403785,0.004434739263939716,1.1806,-0.6166025070577648,26.3981
195,920634,新威凌,bj,False,True,-1.0814712050628688,16.76,0.27347809440463816,0.015871731018600083,0.7935,-0.4427916224271917,6.8278
196,920247,华密新材,bj,False,True,-1.0815037888511934,13.75,0.1854427445526194,0.017977431132955687,4.1671,-0.41678490387196454,30.422
197,688565,力源科技,sh,False,True,-1.0827016040620676,11.01,0.3016409266409266,0.0040095475345893646,0.11,-0.13024475524475532,
198,920027,交大铁发,bj,False,True,-1.0894877924123654,11.43,0.39207998431680063,0.03963174185468626,3.2624,-0.6110919399666481,38.1478
199,002084,海鸥住工,sz,False,False,-1.0913124115158597,3.95,0.5075884472869397,,-1.74,-0.03125,
200,920016,中草香料,bj,False,True,-1.0916190068158964,12.67,0.4025602834024395,0.02321715469125828,3.3207,-0.5449200587935327,27.7295
201,920050,爱伦医疗,bj,False,True,-1.0978909539751507,28.75,0.5387060281204546,0.05503486458671568,6.6554,,24.6822
202,920445,龙竹科技,bj,False,True,-1.0991744538751294,6.9,0.30230659935306387,0.02173261065158713,1.5818,-0.48159899492325087,26.6121
203,300912,凯龙高科,sz,False,True,-1.1015129099655665,19.06,0.20626637239330872,,-25.8,0.39003115264797494,
204,002319,乐通股份,sz,False,True,-1.1040258907401912,10.9,0.07827114690711563,,2.95,-0.17862595419847327,
205,920057,百甲科技,bj,False,True,-1.1057396102565842,4.87,0.8138020833333334,0.013856748929566145,-0.3464,-0.44328519696166746,13.0926
206,920765,美之高,bj,False,True,-1.109854524938669,13.94,0.25613441934327136,,-2.3578,-0.33787176733498614,26.4969
207,920077,吉林碳谷,bj,False,True,-1.1137637419838597,13.46,0.339570104248022,0.02618287692215045,3.956,-0.0565732707036366,15.649
208,920188,悦龙科技,bj,False,True,-1.1167173385240265,21.11,0.4548142083958703,0.05277574004781482,8.4667,,53.7483
209,920526,凯华材料,bj,False,True,-1.1187503732222566,19.06,0.14557524056308502,0.010464837622347033,3.843,-0.34479662696408686,29.1715
210,920112,巴兰仕,bj,False,True,-1.1230110915271914,15.34,0.5078462241633234,0.08082244924350188,3.029,,27.1886
